name,place_id,types,user_ratings_total,rating,vicinity,business_status,lat,lng,X,Y,id_grid
(주)어라운드,ChIJHRKHWe6YfDURFiMHajfxp2c,cafe|food|point_of_interest|establishment,,,마포구 연남동 223-68번지 지하층,OPERATIONAL,37.5650866,126.9253576,126.92604895929,37.5651914079094,97
브이카페 연희점,ChIJxUoUqRuZfDURFi-DzYBHJoM,cafe|food|point_of_interest|establishment,35,3.6,서대문구 연희동 193-10,OPERATIONAL,37.5656012,126.9285411,126.928312700827,37.565192833181,99
요거로밀,ChIJKfcOhQCZfDURyxl8XHeOgi8,cafe|food|point_of_interest|store|establishment,5,5,마포구 연남동 487-6,OPERATIONAL,37.5664817,126.9170716,126.916992976867,37.5660862604637,100
카페해피베르데이,ChIJJ9kKDOSYfDURQr7Iac6lE_Y,cafe|food|point_of_interest|establishment,,,좌측 번지 101호 487-21 KR 서울특별시 마포구 연남동 1층,OPERATIONAL,37.5665269,126.9168281,126.916992976867,37.5660862604637,100
플립커피로스터스,ChIJf8sOY1-ZfDURuyKyFvtaaxg,cafe|food|point_of_interest|store|establishment,2,5,강서구 마곡중앙6로 45 리더스퀘어 1층 118호,OPERATIONAL,37.566468,126.917956,126.918124860903,37.5660870653559,101
"Yes, Oat",ChIJ7cLy9TWZfDURP5yoKCxz1dE,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로23길 68,OPERATIONAL,37.5662458,126.9198759,126.919256744985,37.5660878593972,102
프롬헤라스,ChIJryR_C7yZfDURTmFuzvAOkck,cafe|food|point_of_interest|establishment,16,4.6,마포구 연남동 연남로 77,OPERATIONAL,37.5657183,126.9188501,126.919256744985,37.5660878593972,102
마크툽,ChIJ64gnu-WYfDURVnprWTDdUog,cafe|food|point_of_interest|establishment,,,연남동 375-116번지 마포구 서울특별시 KR,OPERATIONAL,37.5661254,126.9200113,126.919256744985,37.5660878593972,102
공그로트,ChIJPcYhpeWYfDURvn-oCjn7E0Q,cafe|food|point_of_interest|establishment,76,4.6,연남동 454-13번지 1호 4층 마포구 서울특별시 KR,OPERATIONAL,37.5662415,126.9199971,126.919256744985,37.5660878593972,102
컨시더 서울 konsider seoul,ChIJPV892OKZfDURCKzi_GpmtBE,cafe|food|point_of_interest|establishment,,,마포구 동교로51길 119,OPERATIONAL,37.5663541,126.9203917,126.920388629111,37.5660886425876,103
비공간,ChIJH31PD0mZfDUR2IITjoh3LsY,cafe|food|point_of_interest|establishment,2,5,마포구 성미산로27길 69,OPERATIONAL,37.5662938,126.920155,126.920388629111,37.5660886425876,103
마크툽,ChIJ64gnu-WYfDURVnprWTDdUog,cafe|food|point_of_interest|establishment,,,연남동 375-116번지 마포구 서울특별시 KR,OPERATIONAL,37.5661254,126.9200113,126.920388629111,37.5660886425876,103
커피냅로스터스 연남동,ChIJwQi99lyZfDURcIaIcPpEq_Y,cafe|food|point_of_interest|establishment,147,4.3,453-32 마포구 서울특별시 KR,OPERATIONAL,37.5663938,126.9201898,126.920388629111,37.5660886425876,103
공그로트,ChIJPcYhpeWYfDURvn-oCjn7E0Q,cafe|food|point_of_interest|establishment,76,4.6,연남동 454-13번지 1호 4층 마포구 서울특별시 KR,OPERATIONAL,37.5662415,126.9199971,126.920388629111,37.5660886425876,103
틱텍톡,ChIJWehEjiWZfDURlnoUAnkiCMs,cafe|food|point_of_interest|establishment,10,4.5,마포구 연남동 244-8 1층,OPERATIONAL,37.5659602,126.9208671,126.920388629111,37.5660886425876,103
봄희,ChIJR4Lxm-WYfDUR9tW_Qhtpydo,cafe|food|point_of_interest|establishment,59,4.5,마포구 연남동 244-2,OPERATIONAL,37.5661021,126.9209117,126.920388629111,37.5660886425876,103
브래디스 커피,ChIJJ-DNSEKZfDUReqsayg-FMGA,cafe|food|point_of_interest|store|establishment,1,4,마포구 성미산로23안길 23 2층,OPERATIONAL,37.5661493,126.920947,126.920388629111,37.5660886425876,103
"Yes, Oat",ChIJ7cLy9TWZfDURP5yoKCxz1dE,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로23길 68,OPERATIONAL,37.5662458,126.9198759,126.920388629111,37.5660886425876,103
horizon16_小型甜點,ChIJe5JmxZqZfDURJN3v2fNG8bg,cafe|food|point_of_interest|establishment,3,4.3,마포구 연남동 241-98,OPERATIONAL,37.5659399,126.9219926,126.921520513281,37.566089414927,104
호라이즌식스틴,ChIJuS0Xf26ZfDURAVysPJ17HQ8,cafe|food|point_of_interest|establishment,68,4.2,"Donggyo-ro 51-gil, Yeonnam-dong, Mapo-gu",OPERATIONAL,37.5659399,126.9219926,126.921520513281,37.566089414927,104
브래디스 커피,ChIJJ-DNSEKZfDUReqsayg-FMGA,cafe|food|point_of_interest|store|establishment,1,4,마포구 성미산로23안길 23 2층,OPERATIONAL,37.5661493,126.920947,126.921520513281,37.566089414927,104
시프트,ChIJGZqVapaZfDUR6AMia75-pFQ,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로29길 44 1층,OPERATIONAL,37.5658249,126.9219388,126.921520513281,37.566089414927,104
유니드마이요거트 연남,ChIJyTxSfZWZfDURroRDgFI3eNE,cafe|food|point_of_interest|establishment,34,4.5,마포구 연남동 241-59,OPERATIONAL,37.5658249,126.9219388,126.921520513281,37.566089414927,104
봄희,ChIJR4Lxm-WYfDUR9tW_Qhtpydo,cafe|food|point_of_interest|establishment,59,4.5,마포구 연남동 244-2,OPERATIONAL,37.5661021,126.9209117,126.921520513281,37.566089414927,104
틱텍톡,ChIJWehEjiWZfDURlnoUAnkiCMs,cafe|food|point_of_interest|establishment,10,4.5,마포구 연남동 244-8 1층,OPERATIONAL,37.5659602,126.9208671,126.921520513281,37.566089414927,104
루모스케이크,ChIJWwnZbPOYfDURVMgJD6F9zS8,cafe|food|point_of_interest|establishment,10,4.4,마포구 연남동 241-69 1층,OPERATIONAL,37.5659349,126.9225382,126.922652397494,37.5660901764154,105
러프글로스,ChIJl8fFUcWZfDURP3KRvyOgFcg,cafe|food|point_of_interest|store|establishment,2,5,마포구 연남동 동교로51길 87-1,OPERATIONAL,37.5658797,126.9222085,126.922652397494,37.5660901764154,105
horizon16_小型甜點,ChIJe5JmxZqZfDURJN3v2fNG8bg,cafe|food|point_of_interest|establishment,3,4.3,마포구 연남동 241-98,OPERATIONAL,37.5659399,126.9219926,126.922652397494,37.5660901764154,105
호라이즌식스틴,ChIJuS0Xf26ZfDURAVysPJ17HQ8,cafe|food|point_of_interest|establishment,68,4.2,"Donggyo-ro 51-gil, Yeonnam-dong, Mapo-gu",OPERATIONAL,37.5659399,126.9219926,126.922652397494,37.5660901764154,105
헝크청크,ChIJRZRU_IWZfDUR2yyqDbrXlPw,cafe|food|point_of_interest|store|establishment,2,5,서대문구 성산로 306,OPERATIONAL,37.5660813,126.9241593,126.92378428175,37.5660909270529,106
Whitey Cafe,ChIJ4QEepO-YfDURyycZ90-bQ5Y,cafe|food|point_of_interest|establishment,1,4,마포구 동교로51길 63,OPERATIONAL,37.5657296,126.9236024,126.92378428175,37.5660909270529,106
백종명 화이트커피,ChIJL4kCE4iZfDURHoJLesr8LDk,cafe|food|point_of_interest|establishment,40,4.6,마포구 성미산로29안길 29 1층,OPERATIONAL,37.5656685,126.9235404,126.92378428175,37.5660909270529,106
생활수집,ChIJAxvfAjeZfDURP1Ty-nBHTns,home_goods_store|cafe|food|point_of_interest|store|establishment,,,"2F, 220-20 연희동, 서대문구",OPERATIONAL,37.5660264,126.9252263,126.924916166048,37.5660916668394,107
미도파,ChIJ9eLGSDiZfDURbM9sGdsOWIc,cafe|food|point_of_interest|establishment,24,3.9,서대문구 연희동 420-1 2층,OPERATIONAL,37.5665395,126.9253617,126.924916166048,37.5660916668394,107
헝크청크,ChIJRZRU_IWZfDUR2yyqDbrXlPw,cafe|food|point_of_interest|store|establishment,2,5,서대문구 성산로 306,OPERATIONAL,37.5660813,126.9241593,126.924916166048,37.5660916668394,107
디폴트벨류,ChIJAWv2fK2ZfDURdLUPkzMPZcc,cafe|food|point_of_interest|establishment,41,4.6,서대문구 연희동 성산로 333,OPERATIONAL,37.5661525,126.9273379,126.927179934768,37.5660931138595,109
에스크투데이,ChIJW_XHJ6SZfDURn7-1bMUlvuk,cafe|food|point_of_interest|establishment,,,서대문구 연희동 연희로11가길 56,OPERATIONAL,37.5662864,126.92719,126.927179934768,37.5660931138595,109
행복감,ChIJL_4kaX2ZfDURswKaoo2tIkU,cafe|food|point_of_interest|establishment,19,4.7,서대문구 연희동 연희로11가길 ５１,OPERATIONAL,37.5663048,126.9275361,126.927179934768,37.5660931138595,109
디저트스토머치,ChIJqTK28sliezURZo_SF__DRgY,cafe|food|point_of_interest|establishment,1,5,서대문구 연희동 연희맛로 3-4 히든플레이스 계단위 1층,OPERATIONAL,37.5660746,126.9282819,126.928311819188,37.5660938210932,110
시도플레이스,ChIJob_dOQuZfDURgDPn5Vy3Ba0,cafe|food|point_of_interest|establishment,2,5,서대문구 연희맛로 7-7,OPERATIONAL,37.5662389,126.928309,126.928311819188,37.5660938210932,110
커피팝,ChIJsZsgdfKYfDURoViOMwyjkC4,cafe|food|point_of_interest|establishment,81,3.7,서대문구 연희동 연희맛로 5,OPERATIONAL,37.5660597,126.928648,126.928311819188,37.5660938210932,110
CAFE CHESO,ChIJ5TPtCPKYfDUR2l0v1ogHCnI,cafe|food|point_of_interest|establishment,2,5,7-29 Seodaemun-gu Seoul KR,CLOSED_TEMPORARILY,37.5663417,126.9279913,126.928311819188,37.5660938210932,110
브이카페 연희점,ChIJxUoUqRuZfDURFi-DzYBHJoM,cafe|food|point_of_interest|establishment,35,3.6,서대문구 연희동 193-10,OPERATIONAL,37.5656012,126.9285411,126.928311819188,37.5660938210932,110
피시스오브서울,ChIJ5-gaK-GZfDURsqqTW6TYLek,cafe|food|point_of_interest|store|establishment,,,서대문구 연희로11가길 33-6,OPERATIONAL,37.5666424,126.9283994,126.928311819188,37.5660938210932,110
꽃개,ChIJg3VhEvKYfDUR_MrnvXAockg,cafe|food|point_of_interest|establishment,,,서대문구 연희동 190-21번지,OPERATIONAL,37.5666424,126.9283994,126.928311819188,37.5660938210932,110
라온제나,ChIJI0juBfKYfDURGp8eg18bSAQ,cafe|food|point_of_interest|store|establishment,2,3.5,서대문구 연희동,OPERATIONAL,37.5665393,126.9278587,126.928311819188,37.5660938210932,110
나도쥬스,ChIJbc29R8yZfDURao5Tfi6RN1I,cafe|food|point_of_interest|establishment,13,3.8,마포구 연남동 연남로13길 1,OPERATIONAL,37.5668335,126.9171496,126.916991958867,37.5669872479899,111
서울도넛츠,ChIJj3k5epOZfDURhh834ctTW0o,cafe|food|point_of_interest|establishment,20,3.4,마포구 연남동 연남로13길 5 1층,OPERATIONAL,37.5667488,126.916852,126.916991958867,37.5669872479899,111
88pound(88파운드),ChIJzT1bxpaZfDURxtSyQRh0FXw,cafe|food|point_of_interest|establishment,6,4.8,마포구 연남동 487-424,OPERATIONAL,37.5666903,126.9168148,126.916991958867,37.5669872479899,111
무아펑츄어,ChIJrzhhC-SYfDURFV4gO-IifZU,cafe|food|point_of_interest|establishment,,,마포구 연남동 487-424번지,OPERATIONAL,37.5666708,126.9168011,126.916991958867,37.5669872479899,111
카페해피베르데이,ChIJJ9kKDOSYfDURQr7Iac6lE_Y,cafe|food|point_of_interest|establishment,,,좌측 번지 101호 487-21 KR 서울특별시 마포구 연남동 1층,OPERATIONAL,37.5665269,126.9168281,126.916991958867,37.5669872479899,111
요거로밀,ChIJKfcOhQCZfDURyxl8XHeOgi8,cafe|food|point_of_interest|store|establishment,5,5,마포구 연남동 487-6,OPERATIONAL,37.5664817,126.9170716,126.916991958867,37.5669872479899,111
grvin coffee,ChIJyycBV-eZfDURmG0BTtaiycg,cafe|food|point_of_interest|store|establishment,2,5,마포구 연남동 361-8,OPERATIONAL,37.5666519,126.9184676,126.918123856536,37.5669880529084,112
Ince Coffee,ChIJJXMm-yqZfDUR7qlF_vQJbow,cafe|food|point_of_interest|establishment,3,4.3,마포구 연남동 연남로 88,OPERATIONAL,37.5666519,126.9184676,126.918123856536,37.5669880529084,112
Coffee Table,ChIJ0XRnReSYfDUR6aNS2oLnSik,cafe|food|point_of_interest|establishment,,,마포구 연남동,OPERATIONAL,37.5666519,126.9184676,126.918123856536,37.5669880529084,112
언레이커피,ChIJ0XRnReSYfDURRQrvc2-ifdQ,cafe|food|point_of_interest|establishment,,,마포구 연남동 361-8번지 1층,OPERATIONAL,37.5666519,126.9184676,126.918123856536,37.5669880529084,112
플립커피로스터스,ChIJf8sOY1-ZfDURuyKyFvtaaxg,cafe|food|point_of_interest|store|establishment,2,5,강서구 마곡중앙6로 45 리더스퀘어 1층 118호,OPERATIONAL,37.566468,126.917956,126.918123856536,37.5669880529084,112
오렌지커피컴퍼니,ChIJB_tcBOWYfDUR8wL-V8yrpB0,cafe|food|point_of_interest|establishment,,,연희동 446-304번지 1층 서대문구 서울특별시 KR,OPERATIONAL,37.5672975,126.9196027,126.91925575425,37.5669888469757,113
포멜로빈,ChIJB_tcBOWYfDUR7sdroejpVvo,cafe|food|point_of_interest|establishment,2,5,서대문구 연희동 446-304,OPERATIONAL,37.5672975,126.9196027,126.91925575425,37.5669888469757,113
오디너리핏 연희,ChIJPV1DfDqZfDURNchNF9pPhuY,cafe|food|point_of_interest|establishment,43,4.4,서대문구 연희동 연희로11가길 48-23,OPERATIONAL,37.5670752,126.9269455,126.927179039457,37.56699410161,120
윈야드 wynyard,ChIJHx34qhqZfDUR4OFfeT-84e4,cafe|food|point_of_interest|store|establishment,3,4.3,서대문구 연희동 128-30,OPERATIONAL,37.5670268,126.9276616,126.927179039457,37.56699410161,120
Eert kitchen,ChIJGYQ6J2WZfDURqk56kNO7B2M,cafe|food|point_of_interest|store|establishment,,,서대문구 연희동 128-10,OPERATIONAL,37.5669316,126.927895,126.927179039457,37.56699410161,120
제니스커피하우스,ChIJMX3gFfKYfDUR5_u_53A_5Lk,cafe|food|point_of_interest|store|establishment,46,4,서대문구 연희동 128-5,OPERATIONAL,37.567145,126.9282521,126.928310937509,37.5669948088668,121
Pouring out,ChIJrXkHBtSZfDURWIji6aqSm4c,cafe|food|point_of_interest|establishment,49,4.4,서대문구 연희동 연희로11나길 7-7,OPERATIONAL,37.5672517,126.9281179,126.928310937509,37.5669948088668,121
Eert kitchen,ChIJGYQ6J2WZfDURqk56kNO7B2M,cafe|food|point_of_interest|store|establishment,,,서대문구 연희동 128-10,OPERATIONAL,37.5669316,126.927895,126.928310937509,37.5669948088668,121
어굿이어,ChIJ_6t1KheZfDURH4dte1WIvgc,cafe|food|point_of_interest|store|establishment,,,서대문구 연희로11나길 7-5 지1층,OPERATIONAL,37.5673331,126.9282549,126.928310937509,37.5669948088668,121
노아스로스팅 연희1호점,ChIJg554AfmZfDURWkEvqMsxo5w,cafe|food|point_of_interest|store|establishment,,,서대문구 연희동 연희로11가길 23,OPERATIONAL,37.5671694,126.9286817,126.928310937509,37.5669948088668,121
피시스오브서울,ChIJ5-gaK-GZfDURsqqTW6TYLek,cafe|food|point_of_interest|store|establishment,,,서대문구 연희로11가길 33-6,OPERATIONAL,37.5666424,126.9283994,126.928310937509,37.5669948088668,121
꽃개,ChIJg3VhEvKYfDUR_MrnvXAockg,cafe|food|point_of_interest|establishment,,,서대문구 연희동 190-21번지,OPERATIONAL,37.5666424,126.9283994,126.928310937509,37.5669948088668,121
보연희,ChIJMYsS_i-ZfDUR3TmVwpIFoWU,cafe|food|point_of_interest|establishment,2,4.5,서대문구 연희맛로 17-63 2층,OPERATIONAL,37.5671149,126.928809,126.928310937509,37.5669948088668,121
르빵드피터,ChIJDz3YbOGZfDURGvPpTJikzxQ,cafe|food|point_of_interest|establishment,,,서대문구 연희동 연희로11나길 5,OPERATIONAL,37.5674462,126.9283064,126.928310937509,37.5669948088668,121
래핑폭스,ChIJ1_u5PvKYfDUR-nFIqOSuIlM,cafe|food|point_of_interest|establishment,23,4.3,서대문구 연희동 128-25,OPERATIONAL,37.5674462,126.9283064,126.928310937509,37.5669948088668,121
알리스앤수,ChIJaTIBavKYfDURpaN0NWymBZ8,cafe|food|point_of_interest|establishment,,,연희동 190-1번지 지층일부 서대문구 서울특별시 KR,OPERATIONAL,37.5669704,126.9288939,126.928310937509,37.5669948088668,121
달콤잡화점,ChIJaTIBavKYfDURoq49eZFiwzk,cafe|food|point_of_interest|establishment,,,연희동 190-1번지 지층 서대문구 서울특별시 KR,CLOSED_TEMPORARILY,37.5669704,126.9288939,126.928310937509,37.5669948088668,121
윈야드 wynyard,ChIJHx34qhqZfDUR4OFfeT-84e4,cafe|food|point_of_interest|store|establishment,3,4.3,서대문구 연희동 128-30,OPERATIONAL,37.5670268,126.9276616,126.928310937509,37.5669948088668,121
카페12911,ChIJaXtlR_KYfDURs4vcvYDRuIg,cafe|food|point_of_interest|establishment,1,3,연희동 129-11번지 1층 서대문구 서울특별시 KR,OPERATIONAL,37.5674716,126.9286185,126.928310937509,37.5669948088668,121
연희커피,ChIJ3TNMbPKYfDURo4EIavbG3zU,cafe|food|point_of_interest|establishment,32,4.4,서대문구 연희맛로 17-21,OPERATIONAL,37.5665983,126.9287997,126.928310937509,37.5669948088668,121
라온제나,ChIJI0juBfKYfDURGp8eg18bSAQ,cafe|food|point_of_interest|store|establishment,2,3.5,서대문구 연희동,OPERATIONAL,37.5665393,126.9278587,126.928310937509,37.5669948088668,121
카시코이,ChIJ1wYjA_GZfDURYgJqXJz4xYw,cafe|food|point_of_interest|establishment,16,4.6,서대문구 연희동 성산로 253-4,OPERATIONAL,37.567789,126.9185655,126.918122852124,37.5678890403224,123
스케네,ChIJ_9wG5uSYfDUR2xZqJLab1gk,cafe|food|point_of_interest|establishment,21,4.3,서대문구 연희동 446-88,OPERATIONAL,37.5681616,126.9185239,126.918122852124,37.5678890403224,123
카시코이,ChIJ1wYjA_GZfDURYgJqXJz4xYw,cafe|food|point_of_interest|establishment,16,4.6,서대문구 연희동 성산로 253-4,OPERATIONAL,37.567789,126.9185655,126.91925476347,37.5678898344156,124
르빵드피터,ChIJDz3YbOGZfDURGvPpTJikzxQ,cafe|food|point_of_interest|establishment,,,서대문구 연희동 연희로11나길 5,OPERATIONAL,37.5674462,126.9283064,126.928310055791,37.5678957965018,132
래핑폭스,ChIJ1_u5PvKYfDUR-nFIqOSuIlM,cafe|food|point_of_interest|establishment,23,4.3,서대문구 연희동 128-25,OPERATIONAL,37.5674462,126.9283064,126.928310055791,37.5678957965018,132
연희단팥죽,ChIJAUntXomffDURf4LLUJ6iQy0,cafe|food|point_of_interest|establishment,64,4.4,서대문구 연희로11가길 8-5,OPERATIONAL,37.5678883,126.9289109,126.928310055791,37.5678957965018,132
부어크,ChIJc4LMR_KYfDURgwcNhxlAT7g,cafe|food|point_of_interest|establishment,5,3.8,서대문구 연희동 126-9,OPERATIONAL,37.5675619,126.9287372,126.928310055791,37.5678957965018,132
카페12911,ChIJaXtlR_KYfDURs4vcvYDRuIg,cafe|food|point_of_interest|establishment,1,3,연희동 129-11번지 1층 서대문구 서울특별시 KR,OPERATIONAL,37.5674716,126.9286185,126.928310055791,37.5678957965018,132
어굿이어,ChIJ_6t1KheZfDURH4dte1WIvgc,cafe|food|point_of_interest|store|establishment,,,서대문구 연희로11나길 7-5 지1층,OPERATIONAL,37.5673331,126.9282549,126.928310055791,37.5678957965018,132
컬러드빈,ChIJYQt8pV6ZfDURd7CKUTlNfi8,cafe|food|point_of_interest|establishment,20,4.6,서대문구 연희동 연희로11가길 8-8,OPERATIONAL,37.568094,126.9289956,126.928310055791,37.5678957965018,132
